2024-10-18 19:05:40,564 INFO    Thread-33 (_run_job):11344 [wandb_setup.py:_flush():79] Current SDK version is 0.18.3
2024-10-18 19:05:40,565 INFO    Thread-33 (_run_job):11344 [wandb_setup.py:_flush():79] Configure stats pid to 11344
2024-10-18 19:05:40,565 INFO    Thread-33 (_run_job):11344 [wandb_setup.py:_flush():79] Loading settings from C:\Users\31614\.config\wandb\settings
2024-10-18 19:05:40,565 INFO    Thread-33 (_run_job):11344 [wandb_setup.py:_flush():79] Loading settings from C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\settings
2024-10-18 19:05:40,565 INFO    Thread-33 (_run_job):11344 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'project': 'Pendulum-TD3', 'entity': 'senna-renting-radboud-university', 'root_dir': 'C:\\Users\\31614\\Documents\\AI_course_stuff\\RLForaging Thesis\\RLForagingAgents\\RL-models\\TD3', 'run_id': 'x2w8egdw', 'sweep_param_path': 'C:\\Users\\31614\\Documents\\AI_course_stuff\\RLForaging Thesis\\RLForagingAgents\\RL-models\\TD3\\wandb\\sweep-hoqg8j2p\\config-x2w8egdw.yaml', 'sweep_id': 'hoqg8j2p'}
2024-10-18 19:05:40,570 INFO    Thread-33 (_run_job):11344 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-10-18 19:05:40,570 INFO    Thread-33 (_run_job):11344 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-10-18 19:05:40,570 INFO    Thread-33 (_run_job):11344 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-10-18 19:05:40,570 INFO    Thread-33 (_run_job):11344 [wandb_init.py:_log_setup():532] Logging user logs to C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\run-20241018_190540-x2w8egdw\logs\debug.log
2024-10-18 19:05:40,570 INFO    Thread-33 (_run_job):11344 [wandb_init.py:_log_setup():533] Logging internal logs to C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\run-20241018_190540-x2w8egdw\logs\debug-internal.log
2024-10-18 19:05:40,570 INFO    Thread-33 (_run_job):11344 [wandb_init.py:_jupyter_setup():478] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001D4902FF320>
2024-10-18 19:05:40,571 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():617] calling init triggers
2024-10-18 19:05:40,571 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():624] wandb.init called with sweep_config: {'batch_size': 256, 'buffer_size': 50000, 'gamma': 0.5537738391752358, 'lr_actor': 0.0005314403336007445, 'lr_critic': 0.00316386658069193, 'max_length_episode': 200, 'noise_clip': 0.649773855486459, 'num_episodes': 50, 'policy_interval': 2, 'sigma': 0.3121206734344466, 'sigma_explore': 0.8933339032768972, 'tau': 0.17822389377006742}
config: {}
2024-10-18 19:05:40,571 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():667] starting backend
2024-10-18 19:05:40,571 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():671] sending inform_init request
2024-10-18 19:05:40,581 INFO    Thread-33 (_run_job):11344 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2024-10-18 19:05:40,581 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():684] backend started and connected
2024-10-18 19:05:40,596 INFO    Thread-33 (_run_job):11344 [wandb_run.py:_config_callback():1394] config_cb None None {'batch_size': 256, 'buffer_size': 50000, 'gamma': 0.5537738391752358, 'lr_actor': 0.0005314403336007445, 'lr_critic': 0.00316386658069193, 'max_length_episode': 200, 'noise_clip': 0.649773855486459, 'num_episodes': 50, 'policy_interval': 2, 'sigma': 0.3121206734344466, 'sigma_explore': 0.8933339032768972, 'tau': 0.17822389377006742}
2024-10-18 19:05:40,597 INFO    Thread-33 (_run_job):11344 [wandb_run.py:_label_probe_notebook():1346] probe notebook
2024-10-18 19:05:40,597 INFO    Thread-33 (_run_job):11344 [wandb_run.py:_label_probe_notebook():1356] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-10-18 19:05:40,597 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():779] updated telemetry
2024-10-18 19:05:40,656 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():812] communicating run to backend with 90.0 second timeout
2024-10-18 19:05:40,924 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():863] starting run threads in backend
2024-10-18 19:05:41,449 INFO    Thread-33 (_run_job):11344 [wandb_run.py:_console_start():2465] atexit reg
2024-10-18 19:05:41,449 INFO    Thread-33 (_run_job):11344 [wandb_run.py:_redirect():2313] redirect: wrap_raw
2024-10-18 19:05:41,449 INFO    Thread-33 (_run_job):11344 [wandb_run.py:_redirect():2378] Wrapping output streams.
2024-10-18 19:05:41,449 INFO    Thread-33 (_run_job):11344 [wandb_run.py:_redirect():2403] Redirects installed.
2024-10-18 19:05:41,451 INFO    Thread-33 (_run_job):11344 [wandb_init.py:init():907] run started, returning control to user process
2024-10-18 19:10:00,268 WARNING MsgRouterThr:11344 [router.py:message_loop():77] message_loop has been closed
